DATE,VALUE
1944-01-01,.
1944-02-01,.
1944-03-01,18.400
1944-04-01,.
1944-05-01,.
1944-06-01,18.600
1944-07-01,.
1944-08-01,.
1944-09-01,18.800
1944-10-01,.
1944-11-01,.
1944-12-01,18.900
1945-01-01,.
1945-02-01,.
1945-03-01,18.800
1945-04-01,.
1945-05-01,.
1945-06-01,19.300
1945-07-01,.
1945-08-01,.
1945-09-01,19.300
1945-10-01,.
1945-11-01,.
1945-12-01,19.500
1946-01-01,.
1946-02-01,.
1946-03-01,19.500
1946-04-01,.
1946-05-01,.
1946-06-01,20.100
1946-07-01,.
1946-08-01,.
1946-09-01,22.900
1946-10-01,.
1946-11-01,.
1946-12-01,24.400
1947-01-01,.
1947-02-01,.
1947-03-01,25.100
1947-04-01,.
1947-05-01,.
1947-06-01,25.200
1947-07-01,.
1947-08-01,.
1947-09-01,26.500
1947-10-01,.
1947-11-01,.
1947-12-01,27.100
1948-01-01,.
1948-02-01,.
1948-03-01,26.900
1948-04-01,.
1948-05-01,.
1948-06-01,28.000
1948-07-01,.
1948-08-01,.
1948-09-01,28.200
1948-10-01,.
1948-11-01,.
1948-12-01,27.400
1949-01-01,.
1949-02-01,.
1949-03-01,26.800
1949-04-01,.
1949-05-01,.
1949-06-01,26.900
1949-07-01,.
1949-08-01,.
1949-09-01,26.800
1949-10-01,.
1949-11-01,.
1949-12-01,26.200
1950-01-01,.
1950-02-01,.
1950-03-01,26.100
1950-04-01,.
1950-05-01,.
1950-06-01,26.700
1950-07-01,.
1950-08-01,.
1950-09-01,27.400
1950-10-01,.
1950-11-01,.
1950-12-01,28.200
1951-01-01,.
1951-02-01,.
1951-03-01,29.300
1951-04-01,.
1951-05-01,.
1951-06-01,29.500
1951-07-01,.
1951-08-01,.
1951-09-01,29.600
1951-10-01,.
1951-11-01,.
1951-12-01,30.000
1952-01-01,.
1952-02-01,.
1952-03-01,29.600
1952-04-01,.
1952-05-01,.
1952-06-01,29.800
1952-07-01,.
1952-08-01,.
1952-09-01,30.000
1952-10-01,.
1952-11-01,.
1952-12-01,29.800
1953-01-01,.
1953-02-01,.
1953-03-01,29.500
1953-04-01,.
1953-05-01,.
1953-06-01,29.800
1953-07-01,.
1953-08-01,.
1953-09-01,30.000
1953-10-01,.
1953-11-01,.
1953-12-01,29.800
1954-01-01,.
1954-02-01,.
1954-03-01,29.700
1954-04-01,.
1954-05-01,.
1954-06-01,29.900
1954-07-01,.
1954-08-01,.
1954-09-01,29.700
1954-10-01,.
1954-11-01,.
1954-12-01,29.400
1955-01-01,.
1955-02-01,.
1955-03-01,29.500
1955-04-01,.
1955-05-01,.
1955-06-01,29.500
1955-07-01,.
1955-08-01,.
1955-09-01,29.700
1955-10-01,.
1955-11-01,.
1955-12-01,29.500
1956-01-01,29.400
1956-02-01,29.300
1956-03-01,29.500
1956-04-01,29.500
1956-05-01,29.700
1956-06-01,30.100
1956-07-01,30.400
1956-08-01,30.200
1956-09-01,30.200
1956-10-01,30.300
1956-11-01,30.300
1956-12-01,30.300
1957-01-01,30.300
1957-02-01,30.500
1957-03-01,30.500
1957-04-01,30.600
1957-05-01,30.700
1957-06-01,30.900
1957-07-01,31.200
1957-08-01,31.200
1957-09-01,31.200
1957-10-01,31.100
1957-11-01,31.100
1957-12-01,31.100
1958-01-01,31.400
1958-02-01,31.400
1958-03-01,31.700
1958-04-01,31.800
1958-05-01,31.800
1958-06-01,31.800
1958-07-01,31.900
1958-08-01,31.700
1958-09-01,31.700
1958-10-01,31.600
1958-11-01,31.600
1958-12-01,31.500
1959-01-01,31.500
1959-02-01,31.400
1959-03-01,31.400
1959-04-01,31.400
1959-05-01,31.400
1959-06-01,31.600
1959-07-01,31.700
1959-08-01,31.600
1959-09-01,31.700
1959-10-01,31.700
1959-11-01,31.700
1959-12-01,31.600
1960-01-01,31.500
1960-02-01,31.500
1960-03-01,31.600
1960-04-01,31.900
1960-05-01,31.900
1960-06-01,32.000
1960-07-01,32.000
1960-08-01,32.000
1960-09-01,32.100
1960-10-01,32.200
1960-11-01,32.300
1960-12-01,32.300
1961-01-01,32.200
1961-02-01,32.300
1961-03-01,32.200
1961-04-01,32.200
1961-05-01,32.100
1961-06-01,32.200
1961-07-01,32.400
1961-08-01,32.300
1961-09-01,32.300
1961-10-01,32.300
1961-11-01,32.200
1961-12-01,32.200
1962-01-01,32.200
1962-02-01,32.300
1962-03-01,32.400
1962-04-01,32.500
1962-05-01,32.400
1962-06-01,32.400
1962-07-01,32.500
1962-08-01,32.500
1962-09-01,32.800
1962-10-01,32.700
1962-11-01,32.700
1962-12-01,32.600
1963-01-01,32.700
1963-02-01,32.800
1963-03-01,32.700
1963-04-01,32.700
1963-05-01,32.700
1963-06-01,32.900
1963-07-01,33.100
1963-08-01,33.100
1963-09-01,33.000
1963-10-01,33.000
1963-11-01,33.100
1963-12-01,33.100
1964-01-01,33.100
1964-02-01,33.100
1964-03-01,33.100
1964-04-01,33.100
1964-05-01,33.100
1964-06-01,33.200
1964-07-01,33.300
1964-08-01,33.300
1964-09-01,33.400
1964-10-01,33.400
1964-11-01,33.400
1964-12-01,33.400
1965-01-01,33.300
1965-02-01,33.300
1965-03-01,33.400
1965-04-01,33.600
1965-05-01,33.700
1965-06-01,34.100
1965-07-01,34.100
1965-08-01,34.000
1965-09-01,34.100
1965-10-01,34.100
1965-11-01,34.100
1965-12-01,34.300
1966-01-01,34.400
1966-02-01,34.700
1966-03-01,34.900
1966-04-01,34.900
1966-05-01,34.900
1966-06-01,35.000
1966-07-01,35.100
1966-08-01,35.300
1966-09-01,35.400
1966-10-01,35.500
1966-11-01,35.400
1966-12-01,35.400
1967-01-01,35.400
1967-02-01,35.400
1967-03-01,35.400
1967-04-01,35.400
1967-05-01,35.500
1967-06-01,35.700
1967-07-01,35.900
1967-08-01,36.000
1967-09-01,36.000
1967-10-01,36.100
1967-11-01,36.100
1967-12-01,36.200
1968-01-01,36.400
1968-02-01,36.500
1968-03-01,36.600
1968-04-01,36.800
1968-05-01,36.900
1968-06-01,37.100
1968-07-01,37.200
1968-08-01,37.400
1968-09-01,37.500
1968-10-01,37.700
1968-11-01,37.700
1968-12-01,37.900
1969-01-01,37.900
1969-02-01,38.000
1969-03-01,38.200
1969-04-01,38.400
1969-05-01,38.600
1969-06-01,38.900
1969-07-01,39.100
1969-08-01,39.300
1969-09-01,39.500
1969-10-01,39.500
1969-11-01,39.700
1969-12-01,40.000
1970-01-01,40.100
1970-02-01,40.300
1970-03-01,40.400
1970-04-01,40.500
1970-05-01,40.700
1970-06-01,40.800
1970-07-01,40.900
1970-08-01,40.900
1970-09-01,41.100
1970-10-01,41.200
1970-11-01,41.200
1970-12-01,41.300
1971-01-01,41.300
1971-02-01,41.400
1971-03-01,41.600
1971-04-01,41.800
1971-05-01,42.000
1971-06-01,42.200
1971-07-01,42.300
1971-08-01,42.400
1971-09-01,42.400
1971-10-01,42.500
1971-11-01,42.500
1971-12-01,42.700
1972-01-01,42.600
1972-02-01,43.000
1972-03-01,43.100
1972-04-01,43.100
1972-05-01,43.300
1972-06-01,43.300
1972-07-01,43.500
1972-08-01,43.600
1972-09-01,43.900
1972-10-01,44.000
1972-11-01,44.100
1972-12-01,44.300
1973-01-01,44.600
1973-02-01,45.100
1973-03-01,45.900
1973-04-01,46.400
1973-05-01,46.700
1973-06-01,47.200
1973-07-01,47.300
1973-08-01,48.800
1973-09-01,48.800
1973-10-01,49.100
1973-11-01,49.700
1973-12-01,50.200
1974-01-01,50.800
1974-02-01,51.900
1974-03-01,52.600
1974-04-01,52.800
1974-05-01,53.400
1974-06-01,53.800
1974-07-01,53.900
1974-08-01,54.700
1974-09-01,55.300
1974-10-01,55.700
1974-11-01,56.200
1974-12-01,56.600
1975-01-01,56.700
1975-02-01,57.100
1975-03-01,57.100
1975-04-01,57.200
1975-05-01,57.500
1975-06-01,58.100
1975-07-01,59.000
1975-08-01,59.100
1975-09-01,59.100
1975-10-01,59.500
1975-11-01,59.700
1975-12-01,59.900
1976-01-01,59.800
1976-02-01,59.800
1976-03-01,59.600
1976-04-01,59.800
1976-05-01,60.100
1976-06-01,60.400
1976-07-01,60.700
1976-08-01,60.900
1976-09-01,61.000
1976-10-01,61.100
1976-11-01,61.200
1976-12-01,61.400
1977-01-01,61.600
1977-02-01,62.600
1977-03-01,62.900
1977-04-01,63.400
1977-05-01,63.700
1977-06-01,64.200
1977-07-01,64.400
1977-08-01,64.600
1977-09-01,64.700
1977-10-01,64.800
1977-11-01,65.200
1977-12-01,65.400
1978-01-01,65.700
1978-02-01,66.200
1978-03-01,66.800
1978-04-01,67.500
1978-05-01,68.200
1978-06-01,68.900
1978-07-01,69.200
1978-08-01,69.500
1978-09-01,69.900
1978-10-01,70.300
1978-11-01,70.600
1978-12-01,71.100
1979-01-01,71.900
1979-02-01,72.900
1979-03-01,74.000
1979-04-01,75.000
1979-05-01,76.100
1979-06-01,77.100
1979-07-01,78.000
1979-08-01,78.800
1979-09-01,79.800
1979-10-01,80.300
1979-11-01,80.700
1979-12-01,81.600
1980-01-01,82.900
1980-02-01,84.500
1980-03-01,85.900
1980-04-01,86.600
1980-05-01,86.900
1980-06-01,87.400
1980-07-01,87.900
1980-08-01,88.800
1980-09-01,89.400
1980-10-01,89.700
1980-11-01,90.200
1980-12-01,90.800
1981-01-01,91.800
1981-02-01,93.800
1981-03-01,94.800
1981-04-01,95.100
1981-05-01,95.000
1981-06-01,95.200
1981-07-01,95.500
1981-08-01,95.800
1981-09-01,96.300
1981-10-01,96.300
1981-11-01,96.300
1981-12-01,96.400
1982-01-01,96.800
1982-02-01,97.100
1982-03-01,96.800
1982-04-01,96.300
1982-05-01,96.800
1982-06-01,98.100
1982-07-01,98.600
1982-08-01,98.500
1982-09-01,98.700
1982-10-01,98.800
1982-11-01,98.800
1982-12-01,98.600
1983-01-01,98.400
1983-02-01,98.200
1983-03-01,98.100
1983-04-01,99.100
1983-05-01,99.800
1983-06-01,100.000
1983-07-01,100.200
1983-08-01,100.500
1983-09-01,100.700
1983-10-01,100.700
1983-11-01,100.500
1983-12-01,100.500
1984-01-01,101.200
1984-02-01,102.000
1984-03-01,102.100
1984-04-01,102.300
1984-05-01,102.300
1984-06-01,102.200
1984-07-01,102.200
1984-08-01,102.600
1984-09-01,103.000
1984-10-01,103.200
1984-11-01,103.100
1984-12-01,103.100
1985-01-01,103.000
1985-02-01,103.400
1985-03-01,104.000
1985-04-01,104.600
1985-05-01,104.800
1985-06-01,105.000
1985-07-01,104.900
1985-08-01,105.000
1985-09-01,105.300
1985-10-01,105.500
1985-11-01,106.000
1985-12-01,106.300
1986-01-01,106.400
1986-02-01,105.200
1986-03-01,103.500
1986-04-01,102.300
1986-05-01,102.700
1986-06-01,103.000
1986-07-01,102.600
1986-08-01,102.700
1986-09-01,103.500
1986-10-01,103.300
1986-11-01,103.400
1986-12-01,103.500
1987-01-01,104.400
1987-02-01,105.300
1987-03-01,106.100
1987-04-01,106.900
1987-05-01,107.200
1987-06-01,107.400
1987-07-01,107.300
1987-08-01,108.100
1987-09-01,109.000
1987-10-01,109.400
1987-11-01,109.500
1987-12-01,109.100
1988-01-01,109.100
1988-02-01,109.000
1988-03-01,109.800
1988-04-01,111.000
1988-05-01,111.400
1988-06-01,111.400
1988-07-01,111.900
1988-08-01,112.400
1988-09-01,113.700
1988-10-01,114.200
1988-11-01,114.100
1988-12-01,113.900
1989-01-01,114.300
1989-02-01,114.900
1989-03-01,116.200
1989-04-01,118.400
1989-05-01,119.300
1989-06-01,119.000
1989-07-01,118.700
1989-08-01,118.400
1989-09-01,119.300
1989-10-01,120.100
1989-11-01,120.000
1989-12-01,119.800
1990-01-01,122.000
1990-02-01,122.900
1990-03-01,123.800
1990-04-01,124.200
1990-05-01,124.200
1990-06-01,124.600
1990-07-01,124.600
1990-08-01,126.300
1990-09-01,128.700
1990-10-01,130.400
1990-11-01,130.500
1990-12-01,130.000
1991-01-01,129.800
1991-02-01,129.300
1991-03-01,129.200
1991-04-01,130.200
1991-05-01,130.600
1991-06-01,130.400
1991-07-01,129.600
1991-08-01,130.100
1991-09-01,131.000
1991-10-01,131.000
1991-11-01,131.500
1991-12-01,131.100
1992-01-01,130.600
1992-02-01,131.100
1992-03-01,132.100
1992-04-01,132.400
1992-05-01,132.800
1992-06-01,132.800
1992-07-01,132.500
1992-08-01,133.000
1992-09-01,133.800
1992-10-01,134.200
1992-11-01,134.200
1992-12-01,133.600
1993-01-01,133.900
1993-02-01,134.700
1993-03-01,135.300
1993-04-01,135.800
1993-05-01,135.900
1993-06-01,135.000
1993-07-01,134.200
1993-08-01,134.500
1993-09-01,134.700
1993-10-01,135.800
1993-11-01,135.800
1993-12-01,135.100
1994-01-01,135.000
1994-02-01,135.200
1994-03-01,136.000
1994-04-01,136.400
1994-05-01,136.500
1994-06-01,136.500
1994-07-01,136.600
1994-08-01,137.400
1994-09-01,138.100
1994-10-01,138.100
1994-11-01,138.200
1994-12-01,137.800
1995-01-01,137.800
1995-02-01,138.100
1995-03-01,138.700
1995-04-01,139.600
1995-05-01,139.900
1995-06-01,139.600
1995-07-01,139.000
1995-08-01,139.300
1995-09-01,139.900
1995-10-01,140.400
1995-11-01,140.100
1995-12-01,139.700
1996-01-01,140.700
1996-02-01,141.000
1996-03-01,142.500
1996-04-01,143.900
1996-05-01,144.200
1996-06-01,143.600
1996-07-01,143.100
1996-08-01,143.100
1996-09-01,144.100
1996-10-01,145.100
1996-11-01,145.600
1996-12-01,145.300
1997-01-01,145.500
1997-02-01,145.900
1997-03-01,146.200
1997-04-01,146.600
1997-05-01,146.400
1997-06-01,145.800
1997-07-01,145.400
1997-08-01,146.100
1997-09-01,147.100
1997-10-01,147.400
1997-11-01,147.300
1997-12-01,146.500
1998-01-01,146.200
1998-02-01,146.100
1998-03-01,146.200
1998-04-01,146.700
1998-05-01,147.500
1998-06-01,146.900
1998-07-01,146.400
1998-08-01,146.800
1998-09-01,147.100
1998-10-01,148.100
1998-11-01,147.800
1998-12-01,147.500
1999-01-01,147.900
1999-02-01,147.900
1999-03-01,148.500
1999-04-01,151.400
1999-05-01,151.400
1999-06-01,150.500
1999-07-01,150.600
1999-08-01,151.500
1999-09-01,153.200
1999-10-01,154.000
1999-11-01,153.700
1999-12-01,153.600
2000-01-01,153.700
2000-02-01,155.600
2000-03-01,158.100
2000-04-01,158.200
2000-05-01,158.000
2000-06-01,158.800
2000-07-01,158.400
2000-08-01,157.600
2000-09-01,160.000
2000-10-01,160.100
2000-11-01,160.200
2000-12-01,159.100
2001-01-01,159.100
2001-02-01,160.000
2001-03-01,160.300
2001-04-01,162.000
2001-05-01,163.600
2001-06-01,162.700
2001-07-01,160.300
2001-08-01,159.700
2001-09-01,162.300
2001-10-01,160.800
2001-11-01,159.100
2001-12-01,156.800
2002-01-01,157.000
2002-02-01,158.000
2002-03-01,160.200
2002-04-01,162.700
2002-05-01,162.100
2002-06-01,161.200
2002-07-01,160.600
2002-08-01,161.200
2002-09-01,162.200
2002-10-01,163.000
2002-11-01,162.900
2002-12-01,161.600
2003-01-01,162.200
2003-02-01,165.300
2003-03-01,167.200
2003-04-01,165.900
2003-05-01,164.300
2003-06-01,163.900
2003-07-01,163.500
2003-08-01,165.200
2003-09-01,167.400
2003-10-01,166.800
2003-11-01,166.100
2003-12-01,165.400
2004-01-01,166.400
2004-02-01,168.100
2004-03-01,170.300
2004-04-01,171.400
2004-05-01,174.100
2004-06-01,174.000
2004-07-01,172.200
2004-08-01,171.900
2004-09-01,172.800
2004-10-01,175.800
2004-11-01,175.600
2004-12-01,173.300
2005-01-01,172.500
2005-02-01,174.200
2005-03-01,177.000
2005-04-01,180.300
2005-05-01,179.400
2005-06-01,178.200
2005-07-01,179.400
2005-08-01,182.100
2005-09-01,188.900
2005-10-01,188.000
2005-11-01,182.400
2005-12-01,180.100
2006-01-01,182.000
2006-02-01,182.200
2006-03-01,184.400
2006-04-01,188.700
2006-05-01,191.000
2006-06-01,190.200
2006-07-01,190.400
2006-08-01,191.000
2006-09-01,187.800
2006-10-01,184.800
2006-11-01,183.800
2006-12-01,184.500
2007-01-01,184.284
2007-02-01,185.751
2007-03-01,190.212
2007-04-01,193.570
2007-05-01,196.916
2007-06-01,195.749
2007-07-01,194.326
2007-08-01,192.869
2007-09-01,194.616
2007-10-01,195.646
2007-11-01,199.253
2007-12-01,198.422
2008-01-01,199.346
2008-02-01,200.030
2008-03-01,203.767
2008-04-01,207.096
2008-05-01,211.240
2008-06-01,214.783
2008-07-01,215.628
2008-08-01,212.882
2008-09-01,213.274
2008-10-01,207.435
2008-11-01,195.773
2008-12-01,189.557
2009-01-01,190.649
2009-02-01,192.943
2009-03-01,194.105
2009-04-01,195.864
2009-05-01,197.673
2009-06-01,201.461
2009-07-01,199.746
2009-08-01,201.191
2009-09-01,201.783
2009-10-01,202.058
2009-11-01,203.035
2009-12-01,202.064
2010-01-01,203.588
2010-02-01,203.219
2010-03-01,205.409
2010-04-01,206.393
2010-05-01,206.391
2010-06-01,204.157
2010-07-01,203.471
2010-08-01,204.111
2010-09-01,204.920
2010-10-01,206.518
2010-11-01,207.053
2010-12-01,208.028
2011-01-01,210.205
2011-02-01,212.056
2011-03-01,217.791
2011-04-01,221.504
2011-05-01,223.413
2011-06-01,220.611
2011-07-01,219.979
2011-08-01,220.958
2011-09-01,222.036
2011-10-01,221.035
2011-11-01,220.592
2011-12-01,218.411
2012-01-01,220.325
2012-02-01,222.634
2012-03-01,227.039
2012-04-01,228.190
2012-05-01,226.283
2012-06-01,223.115
2012-07-01,221.463
2012-08-01,224.939
2012-09-01,227.913
2012-10-01,227.788
2012-11-01,224.101
2012-12-01,221.668
2013-01-01,222.160
2013-02-01,226.490
2013-03-01,227.540
2013-04-01,226.246
2013-05-01,226.096
2013-06-01,226.071
2013-07-01,225.630
2013-08-01,226.000
2013-09-01,226.324
2013-10-01,224.824
2013-11-01,223.085
2013-12-01,222.790
2014-01-01,223.630
2014-02-01,224.935
2014-03-01,227.724
2014-04-01,229.635
2014-05-01,230.251
2014-06-01,230.088
2014-07-01,229.200
2014-08-01,228.044
2014-09-01,228.554
2014-10-01,226.710
2014-11-01,222.810
2014-12-01,218.358
2015-01-01,213.108
2015-02-01,214.988
2015-03-01,218.297
2015-04-01,218.244
2015-05-01,220.974
2015-06-01,221.473
2015-07-01,221.010
2015-08-01,219.833
2015-09-01,217.988
2015-10-01,217.382
2015-11-01,215.413
2015-12-01,212.773
2016-01-01,212.014
2016-02-01,210.749
